id,category,post
301,panic_like,Status check: Mind went blank and body hit the gas—classic surge of nerves. Journaling and short walks help a bit.
995,adhd_like,"Hyperfocus yesterday, scattered confetti brain today. Stepping outside for a minute of fresh air."
1452,ocd_like_worry,Status check: Looping on the same worry even though I know it's irrational.
289,burnout,Reminder to future me: Everything feels like a chore—even things I usually enjoy. Setting tiny goals and tiny wins.
1632,brain_fog,"Reading the same sentence five times and still nothing. Hydration and a stretch break, here we go."
831,appetite_sleep_change,Body clock and hunger cues feel out of sync. Setting tiny goals and tiny wins.
719,panic_like,Update: Counting breaths and waiting for the spike to pass. Stepping outside for a minute of fresh air.
817,self_esteem,Status check: Learning to talk to myself like I would a friend.
1685,anhedonia,Not gonna lie— Checking off hobbies like tasks instead of enjoying them. Stepping outside for a minute of fresh air.
882,ocd_like_worry,Not gonna lie— Wish my mind had a 'good enough' button. Reminding myself that feelings pass.
390,fatigue,Real talk: I could nap on a moving bus right now. Setting tiny goals and tiny wins.
1640,social_anxiety,Crowds turn my brain into static; need quiet time to reset. Reminding myself that feelings pass.
193,insomnia,Third night in a row staring at the ceiling at 3AM. Stepping outside for a minute of fresh air.
834,brain_fog,"Memory lag is real—what was I doing again? Hydration and a stretch break, here we go."
1979,insomnia,Note to self: Counted a thousand imaginary sheep and still wide awake. Trying to be patient with myself.
1494,guilt_shame,Not gonna lie— Wishing I could be kinder to myself when I slip up. Taking it one breath at a time.
1035,ptsd_like,Some days my body reacts before my brain understands why. Journaling and short walks help a bit.
640,anhedonia,Hard to find the spark for stuff that once lit me up. Trying to be patient with myself.
62,stress,So many tabs open in my head and none are loading. Reminding myself that feelings pass.
1432,adhd_like,Started five tasks and finished none—attention is on vacation.
1764,panic_like,Real talk: Sudden wave of jitters out of nowhere—breathing through it.
658,guilt_shame,Reminder to future me: Guilt brain is loud over small mistakes. Trying to be patient with myself.
1180,anxiety,Feeling wired and tired at the same time—classic anxiety loop.
1106,burnout,Update: Work brain is fried; focus meter stuck at 10%.
1859,panic_like,"Counting breaths and waiting for the spike to pass. Hydration and a stretch break, here we go."
587,brain_fog,Memory lag is real—what was I doing again? Journaling and short walks help a bit.
1645,loneliness,Update: Craving connection but not sure how to ask for it. Journaling and short walks help a bit.
1455,loneliness,Status check: Scrolling for company isn't cutting it today.
1193,irritability,If anyone else needs to hear this: Snapped over something tiny—wish I could rewind.
969,self_esteem,Trying to believe 'good enough' can actually be good.
1790,burnout,"Not gonna lie— Burnout check: deadlines, brain fog, and zero spark. Hydration and a stretch break, here we go."
595,social_anxiety,Crowds turn my brain into static; need quiet time to reset. Setting tiny goals and tiny wins.
1841,brain_fog,Words are playing hide-and-seek with my mouth.
76,self_esteem,Note to self: Trying to believe 'good enough' can actually be good. Texting a friend to check in.
1601,stress,Trying to breathe through the stress one task at a time.
873,somatic,"If anyone else needs to hear this: Headache visiting again—wish it would leave a forwarding address. Hydration and a stretch break, here we go."
1419,anhedonia,If anyone else needs to hear this: Hard to find the spark for stuff that once lit me up. Texting a friend to check in.
588,somatic,If anyone else needs to hear this: Stomach in knots when stress shows up.
1468,stress,Real talk: Trying to breathe through the stress one task at a time. Stepping outside for a minute of fresh air.
1057,guilt_shame,Wishing I could be kinder to myself when I slip up. Texting a friend to check in.
812,appetite_sleep_change,Status check: Appetite keeps swinging from 'meh' to 'everything' lately.
157,stress,Tension living in my shoulders rent-free. Stepping outside for a minute of fresh air.
88,guilt_shame,Trying to remember progress > perfection. Stepping outside for a minute of fresh air.
429,loneliness,Today in mental health: Craving connection but not sure how to ask for it.
416,brain_fog,"Memory lag is real—what was I doing again? Hydration and a stretch break, here we go."
1724,appetite_sleep_change,Status check: Body clock and hunger cues feel out of sync. Setting tiny goals and tiny wins.
874,self_esteem,Comparing myself to others is a trap I keep falling into. Trying to be patient with myself.
797,somatic,Not gonna lie— Stomach in knots when stress shows up. Trying to be patient with myself.
1303,loneliness,Scrolling for company isn't cutting it today. Stepping outside for a minute of fresh air.
847,loneliness,Scrolling for company isn't cutting it today. Reminding myself that feelings pass.
475,self_esteem,Learning to talk to myself like I would a friend. Stepping outside for a minute of fresh air.
19,self_esteem,Today in mental health: Comparing myself to others is a trap I keep falling into.
1279,social_anxiety,Not gonna lie— Small talk feels like a boss-level challenge sometimes. Texting a friend to check in.
1765,brain_fog,Reading the same sentence five times and still nothing. Texting a friend to check in.
1321,fatigue,Reminder to future me: Energy meter keeps dipping into red for no reason. Taking it one breath at a time.
792,anhedonia,Things I used to love feel dim lately. Trying to be patient with myself.
1717,adhd_like,Started five tasks and finished none—attention is on vacation. Setting tiny goals and tiny wins.
982,anhedonia,Not gonna lie— Hard to find the spark for stuff that once lit me up. Trying to be patient with myself.
1062,brain_fog,Memory lag is real—what was I doing again? Stepping outside for a minute of fresh air.
326,insomnia,Sleep and I are not on speaking terms lately.
807,ptsd_like,If anyone else needs to hear this: Hypervigilant today—feels like my guard can't drop. Trying to be patient with myself.
217,ocd_like_worry,Stuck on repeat—reassurance doesn't stick for long.
679,appetite_sleep_change,Either sleeping too much or not at all—no in-between.
486,loneliness,Miss the kind of conversation that leaves you lighter.
338,irritability,Today in mental health: Everything feels a bit like nails on a chalkboard. Trying to be patient with myself.
1876,appetite_sleep_change,Today in mental health: Appetite keeps swinging from 'meh' to 'everything' lately.
269,insomnia,"Today in mental health: Counted a thousand imaginary sheep and still wide awake. Hydration and a stretch break, here we go."
1747,somatic,"Today in mental health: Stomach in knots when stress shows up. Hydration and a stretch break, here we go."
1599,insomnia,Status check: Third night in a row staring at the ceiling at 3AM. Taking it one breath at a time.
1487,stress,Deadline season again and my jaw hasn't unclenched all day. Journaling and short walks help a bit.
205,irritability,Update: Snapped over something tiny—wish I could rewind.
742,low_mood,Motivation is MIA and everything feels muted. Journaling and short walks help a bit.
1955,brain_fog,Real talk: Words are playing hide-and-seek with my mouth. Taking it one breath at a time.
643,panic_like,"Reminder to future me: Mind went blank and body hit the gas—classic surge of nerves. Hydration and a stretch break, here we go."
682,brain_fog,Memory lag is real—what was I doing again?
349,adhd_like,Started five tasks and finished none—attention is on vacation. Journaling and short walks help a bit.
1697,social_anxiety,Crowds turn my brain into static; need quiet time to reset. Taking it one breath at a time.
305,low_mood,Motivation is MIA and everything feels muted. Texting a friend to check in.
29,fatigue,Status check: I could nap on a moving bus right now. Taking it one breath at a time.
1760,guilt_shame,Update: Guilt brain is loud over small mistakes.
1920,low_mood,It's one of those low-energy days where even coffee can't lift me. Trying to be patient with myself.
448,loneliness,If anyone else needs to hear this: Scrolling for company isn't cutting it today. Setting tiny goals and tiny wins.
1701,fatigue,Energy meter keeps dipping into red for no reason. Reminding myself that feelings pass.
1549,fatigue,Dragging myself through the afternoon slump again.
1385,brain_fog,Memory lag is real—what was I doing again? Setting tiny goals and tiny wins.
1024,brain_fog,Real talk: Words are playing hide-and-seek with my mouth. Setting tiny goals and tiny wins.
1623,ocd_like_worry,Looping on the same worry even though I know it's irrational.
526,anhedonia,Update: Joy feels muted—like the volume's turned down. Trying to be patient with myself.
1442,brain_fog,Note to self: Brain is buffering… please wait. Texting a friend to check in.
702,somatic,Update: Back tension says hello every time I sit down. Trying to be patient with myself.
673,ocd_like_worry,Note to self: Double-checking things on autopilot again—brain seeking certainty. Setting tiny goals and tiny wins.
694,fatigue,Dragging myself through the afternoon slump again.
798,self_esteem,"Not gonna lie— Trying to believe 'good enough' can actually be good. Hydration and a stretch break, here we go."
1411,stress,Deadline season again and my jaw hasn't unclenched all day. Reminding myself that feelings pass.
849,anhedonia,Update: Checking off hobbies like tasks instead of enjoying them. Journaling and short walks help a bit.
1175,panic_like,Real talk: Sudden wave of jitters out of nowhere—breathing through it. Reminding myself that feelings pass.
24,stress,Real talk: Deadline season again and my jaw hasn't unclenched all day. Trying to be patient with myself.
820,insomnia,Update: Alarm goes off right when I finally drift off. Brutal. Taking it one breath at a time.
1213,panic_like,Today in mental health: Chest feels tight when stress stacks up quickly. Taking it one breath at a time.
644,brain_fog,"Memory lag is real—what was I doing again? Hydration and a stretch break, here we go."
1712,anxiety,Note to self: Heart fluttering for no clear reason—wish I could hit pause.
485,fatigue,Tired behind the eyes even after resting.
265,somatic,Headache visiting again—wish it would leave a forwarding address. Stepping outside for a minute of fresh air.
1663,fatigue,If anyone else needs to hear this: Tired behind the eyes even after resting. Setting tiny goals and tiny wins.
144,loneliness,Scrolling for company isn't cutting it today. Taking it one breath at a time.
461,stress,Status check: Trying to breathe through the stress one task at a time. Stepping outside for a minute of fresh air.
508,appetite_sleep_change,Either sleeping too much or not at all—no in-between. Stepping outside for a minute of fresh air.
1525,stress,Trying to breathe through the stress one task at a time. Setting tiny goals and tiny wins.
458,anxiety,If anyone else needs to hear this: My mind's racing with what-ifs and it's exhausting.
1206,ptsd_like,Today in mental health: Hypervigilant today—feels like my guard can't drop. Reminding myself that feelings pass.
1882,low_mood,It's one of those low-energy days where even coffee can't lift me.
1936,brain_fog,Words are playing hide-and-seek with my mouth. Setting tiny goals and tiny wins.
510,panic_like,Sudden wave of jitters out of nowhere—breathing through it.
996,ocd_like_worry,Real talk: Double-checking things on autopilot again—brain seeking certainty. Taking it one breath at a time.
751,fatigue,"Energy meter keeps dipping into red for no reason. Hydration and a stretch break, here we go."
467,loneliness,Status check: Surrounded by people yet feeling oddly alone. Taking it one breath at a time.
1337,adhd_like,"If anyone else needs to hear this: Hyperfocus yesterday, scattered confetti brain today. Trying to be patient with myself."
818,low_mood,Feeling down today and can't shake the gray cloud.
392,guilt_shame,Trying to remember progress > perfection.
598,ptsd_like,Status check: Grounding exercises helping a bit when I get startled. Journaling and short walks help a bit.
678,anhedonia,"Today in mental health: Joy feels muted—like the volume's turned down. Hydration and a stretch break, here we go."
25,social_anxiety,Small talk feels like a boss-level challenge sometimes. Journaling and short walks help a bit.
992,burnout,Reminder to future me: Running on fumes and to-do list keeps growing. Stepping outside for a minute of fresh air.
688,burnout,"Reminder to future me: Work brain is fried; focus meter stuck at 10%. Hydration and a stretch break, here we go."
514,low_mood,Woke up heavy—like my energy got drained overnight.
1718,ocd_like_worry,Double-checking things on autopilot again—brain seeking certainty. Journaling and short walks help a bit.
1018,loneliness,Craving connection but not sure how to ask for it. Setting tiny goals and tiny wins.
585,irritability,Update: Patience meter is shorter than usual today. Reminding myself that feelings pass.
86,fatigue,Energy meter keeps dipping into red for no reason.
754,anhedonia,Update: Checking off hobbies like tasks instead of enjoying them.
148,irritability,Note to self: Patience meter is shorter than usual today. Journaling and short walks help a bit.
179,ocd_like_worry,Looping on the same worry even though I know it's irrational. Stepping outside for a minute of fresh air.
983,appetite_sleep_change,Trying to notice patterns without judging myself.
505,loneliness,Scrolling for company isn't cutting it today.
1511,fatigue,Tired behind the eyes even after resting. Taking it one breath at a time.
84,ocd_like_worry,Looping on the same worry even though I know it's irrational. Stepping outside for a minute of fresh air.
1256,anxiety,Reminder to future me: Feeling wired and tired at the same time—classic anxiety loop. Texting a friend to check in.
1345,irritability,Update: Everything feels a bit like nails on a chalkboard. Journaling and short walks help a bit.
637,fatigue,If anyone else needs to hear this: Energy meter keeps dipping into red for no reason. Journaling and short walks help a bit.
489,appetite_sleep_change,Reminder to future me: Trying to notice patterns without judging myself.
553,anxiety,"Overthinking every little thing again. Brain, please chill. Reminding myself that feelings pass."
191,low_mood,It's one of those low-energy days where even coffee can't lift me. Setting tiny goals and tiny wins.
1886,stress,Not gonna lie— Trying to breathe through the stress one task at a time.
1703,guilt_shame,That nagging 'not good enough' voice showed up again. Texting a friend to check in.
1046,low_mood,Update: Motivation is MIA and everything feels muted. Taking it one breath at a time.
419,low_mood,Update: Motivation is MIA and everything feels muted. Stepping outside for a minute of fresh air.
1892,loneliness,Not gonna lie— Miss the kind of conversation that leaves you lighter. Reminding myself that feelings pass.
1041,irritability,Note to self: Snapped over something tiny—wish I could rewind. Setting tiny goals and tiny wins.
625,brain_fog,Reading the same sentence five times and still nothing. Trying to be patient with myself.
993,stress,Status check: Deadline season again and my jaw hasn't unclenched all day. Journaling and short walks help a bit.
219,fatigue,I could nap on a moving bus right now.
1828,burnout,If anyone else needs to hear this: Running on fumes and to-do list keeps growing. Taking it one breath at a time.
521,ocd_like_worry,If anyone else needs to hear this: Stuck on repeat—reassurance doesn't stick for long. Stepping outside for a minute of fresh air.
315,loneliness,Craving connection but not sure how to ask for it.
669,burnout,Everything feels like a chore—even things I usually enjoy.
1594,brain_fog,Words are playing hide-and-seek with my mouth. Taking it one breath at a time.
16,panic_like,"Sudden wave of jitters out of nowhere—breathing through it. Hydration and a stretch break, here we go."
1457,anhedonia,Real talk: Joy feels muted—like the volume's turned down. Taking it one breath at a time.
1079,irritability,Apologizing in advance for my short fuse—working on it. Setting tiny goals and tiny wins.
1434,ptsd_like,Update: Random sounds put me on edge more than I'd like to admit.
1647,anhedonia,Joy feels muted—like the volume's turned down. Taking it one breath at a time.
1966,ptsd_like,Hypervigilant today—feels like my guard can't drop. Trying to be patient with myself.
1472,ptsd_like,Status check: Hypervigilant today—feels like my guard can't drop. Texting a friend to check in.
1414,ocd_like_worry,Double-checking things on autopilot again—brain seeking certainty. Setting tiny goals and tiny wins.
1795,ptsd_like,Today in mental health: Hypervigilant today—feels like my guard can't drop. Taking it one breath at a time.
1789,insomnia,Note to self: Third night in a row staring at the ceiling at 3AM. Setting tiny goals and tiny wins.
266,self_esteem,Comparing myself to others is a trap I keep falling into. Reminding myself that feelings pass.
249,anxiety,Note to self: My mind's racing with what-ifs and it's exhausting.
15,irritability,Patience meter is shorter than usual today.
1590,anhedonia,Today in mental health: Things I used to love feel dim lately. Trying to be patient with myself.
852,panic_like,Mind went blank and body hit the gas—classic surge of nerves. Taking it one breath at a time.
470,appetite_sleep_change,Appetite keeps swinging from 'meh' to 'everything' lately.
1216,self_esteem,Comparing myself to others is a trap I keep falling into.
1805,self_esteem,"Learning to talk to myself like I would a friend. Hydration and a stretch break, here we go."
1300,ocd_like_worry,Not gonna lie— Stuck on repeat—reassurance doesn't stick for long. Texting a friend to check in.
1281,ocd_like_worry,"Looping on the same worry even though I know it's irrational. Hydration and a stretch break, here we go."
321,brain_fog,Words are playing hide-and-seek with my mouth. Trying to be patient with myself.
1380,guilt_shame,That nagging 'not good enough' voice showed up again. Texting a friend to check in.
767,adhd_like,"Reminder to future me: Timer on, distractions off… still drifting. Reminding myself that feelings pass."
361,self_esteem,Update: Comparing myself to others is a trap I keep falling into.
244,panic_like,Real talk: Sudden wave of jitters out of nowhere—breathing through it.
1994,somatic,"Not gonna lie— Stomach in knots when stress shows up. Hydration and a stretch break, here we go."
1017,fatigue,Energy meter keeps dipping into red for no reason. Taking it one breath at a time.
1435,fatigue,Note to self: I could nap on a moving bus right now. Trying to be patient with myself.
1838,appetite_sleep_change,"If anyone else needs to hear this: Appetite keeps swinging from 'meh' to 'everything' lately. Hydration and a stretch break, here we go."
538,social_anxiety,Cancelling plans because my nerves won't cooperate. Setting tiny goals and tiny wins.
1792,social_anxiety,Today in mental health: Cancelling plans because my nerves won't cooperate. Journaling and short walks help a bit.
1902,anxiety,"Overthinking every little thing again. Brain, please chill."
1210,anhedonia,Not gonna lie— Hard to find the spark for stuff that once lit me up. Texting a friend to check in.
1581,burnout,"Real talk: Burnout check: deadlines, brain fog, and zero spark. Reminding myself that feelings pass."
684,self_esteem,Real talk: Learning to talk to myself like I would a friend. Texting a friend to check in.
1832,ocd_like_worry,Note to self: Double-checking things on autopilot again—brain seeking certainty. Taking it one breath at a time.
1195,brain_fog,Memory lag is real—what was I doing again? Journaling and short walks help a bit.
1339,ptsd_like,Note to self: Some days my body reacts before my brain understands why. Setting tiny goals and tiny wins.
33,appetite_sleep_change,Not gonna lie— Body clock and hunger cues feel out of sync.
1610,appetite_sleep_change,Body clock and hunger cues feel out of sync.
128,appetite_sleep_change,Trying to notice patterns without judging myself.
703,self_esteem,Not gonna lie— Trying to believe 'good enough' can actually be good.
1392,stress,Not gonna lie— Tension living in my shoulders rent-free. Stepping outside for a minute of fresh air.
693,ptsd_like,Real talk: Hypervigilant today—feels like my guard can't drop.
973,burnout,"Burnout check: deadlines, brain fog, and zero spark."
568,brain_fog,If anyone else needs to hear this: Memory lag is real—what was I doing again? Stepping outside for a minute of fresh air.
826,ptsd_like,"Update: Hypervigilant today—feels like my guard can't drop. Hydration and a stretch break, here we go."
766,social_anxiety,Crowds turn my brain into static; need quiet time to reset.
328,stress,Trying to breathe through the stress one task at a time. Setting tiny goals and tiny wins.
1011,burnout,"Today in mental health: Burnout check: deadlines, brain fog, and zero spark. Hydration and a stretch break, here we go."
1649,irritability,"Today in mental health: Apologizing in advance for my short fuse—working on it. Hydration and a stretch break, here we go."
1428,insomnia,Not gonna lie— Third night in a row staring at the ceiling at 3AM. Trying to be patient with myself.
418,self_esteem,Trying to believe 'good enough' can actually be good. Setting tiny goals and tiny wins.
93,brain_fog,Brain is buffering… please wait. Journaling and short walks help a bit.
559,ocd_like_worry,Double-checking things on autopilot again—brain seeking certainty. Texting a friend to check in.
65,ocd_like_worry,If anyone else needs to hear this: Wish my mind had a 'good enough' button.
1956,somatic,Neck and shoulders hosting a permanent knot convention. Setting tiny goals and tiny wins.
378,brain_fog,Words are playing hide-and-seek with my mouth. Journaling and short walks help a bit.
677,guilt_shame,Reminder to future me: That nagging 'not good enough' voice showed up again. Texting a friend to check in.
1153,anhedonia,Checking off hobbies like tasks instead of enjoying them.
1293,low_mood,Feeling down today and can't shake the gray cloud. Setting tiny goals and tiny wins.
332,ptsd_like,Reminder to future me: Random sounds put me on edge more than I'd like to admit. Setting tiny goals and tiny wins.
1617,anxiety,My mind's racing with what-ifs and it's exhausting. Trying to be patient with myself.
133,self_esteem,Comparing myself to others is a trap I keep falling into. Trying to be patient with myself.
1502,low_mood,Not gonna lie— Motivation is MIA and everything feels muted. Trying to be patient with myself.
32,anhedonia,Real talk: Checking off hobbies like tasks instead of enjoying them. Taking it one breath at a time.
1968,loneliness,Miss the kind of conversation that leaves you lighter. Texting a friend to check in.
66,ptsd_like,Real talk: Some days my body reacts before my brain understands why. Reminding myself that feelings pass.
838,anxiety,Note to self: Heart fluttering for no clear reason—wish I could hit pause.
1619,burnout,Running on fumes and to-do list keeps growing.
721,somatic,Reminder to future me: Headache visiting again—wish it would leave a forwarding address. Reminding myself that feelings pass.
38,self_esteem,Compliments bounce off; criticism sticks—working on flipping that. Texting a friend to check in.
1220,burnout,"If anyone else needs to hear this: Burnout check: deadlines, brain fog, and zero spark."
457,low_mood,Today in mental health: It's one of those low-energy days where even coffee can't lift me.
1829,stress,Today in mental health: So many tabs open in my head and none are loading.
447,fatigue,I could nap on a moving bus right now. Journaling and short walks help a bit.
1679,adhd_like,Started five tasks and finished none—attention is on vacation. Taking it one breath at a time.
30,loneliness,Craving connection but not sure how to ask for it.
1547,ocd_like_worry,If anyone else needs to hear this: Stuck on repeat—reassurance doesn't stick for long.
1012,stress,Deadline season again and my jaw hasn't unclenched all day.
465,ptsd_like,Grounding exercises helping a bit when I get startled. Stepping outside for a minute of fresh air.
522,ptsd_like,Status check: Grounding exercises helping a bit when I get startled. Reminding myself that feelings pass.
1436,loneliness,Surrounded by people yet feeling oddly alone.
939,ocd_like_worry,Looping on the same worry even though I know it's irrational.
17,brain_fog,Update: Reading the same sentence five times and still nothing.
129,irritability,Patience meter is shorter than usual today.
225,panic_like,Mind went blank and body hit the gas—classic surge of nerves. Trying to be patient with myself.
1504,insomnia,Third night in a row staring at the ceiling at 3AM. Trying to be patient with myself.
832,irritability,Today in mental health: Everything feels a bit like nails on a chalkboard.
471,irritability,Patience meter is shorter than usual today. Texting a friend to check in.
1453,ptsd_like,Hypervigilant today—feels like my guard can't drop.
1904,burnout,Everything feels like a chore—even things I usually enjoy.
1172,anhedonia,Joy feels muted—like the volume's turned down. Taking it one breath at a time.
509,irritability,Everything feels a bit like nails on a chalkboard.
240,guilt_shame,Note to self: Trying to remember progress > perfection. Taking it one breath at a time.
394,appetite_sleep_change,Trying to notice patterns without judging myself.
1460,panic_like,Sudden wave of jitters out of nowhere—breathing through it. Setting tiny goals and tiny wins.
1255,low_mood,Feeling down today and can't shake the gray cloud. Taking it one breath at a time.
79,insomnia,Third night in a row staring at the ceiling at 3AM. Texting a friend to check in.
1119,brain_fog,Status check: Words are playing hide-and-seek with my mouth. Stepping outside for a minute of fresh air.
357,irritability,Snapped over something tiny—wish I could rewind. Texting a friend to check in.
733,loneliness,Craving connection but not sure how to ask for it. Setting tiny goals and tiny wins.
270,burnout,"If anyone else needs to hear this: Burnout check: deadlines, brain fog, and zero spark. Reminding myself that feelings pass."
549,brain_fog,Reading the same sentence five times and still nothing. Stepping outside for a minute of fresh air.
541,ptsd_like,"Random sounds put me on edge more than I'd like to admit. Hydration and a stretch break, here we go."
1651,brain_fog,Brain is buffering… please wait. Texting a friend to check in.
919,adhd_like,Not gonna lie— Sticky notes are my second brain and they’re full. Stepping outside for a minute of fresh air.
1542,insomnia,Alarm goes off right when I finally drift off. Brutal. Trying to be patient with myself.
986,brain_fog,Update: Memory lag is real—what was I doing again? Journaling and short walks help a bit.
574,burnout,"Reminder to future me: Burnout check: deadlines, brain fog, and zero spark. Setting tiny goals and tiny wins."
1825,low_mood,Update: It's one of those low-energy days where even coffee can't lift me.
1763,irritability,Everything feels a bit like nails on a chalkboard. Stepping outside for a minute of fresh air.
1441,panic_like,Chest feels tight when stress stacks up quickly.
910,brain_fog,Not gonna lie— Memory lag is real—what was I doing again? Taking it one breath at a time.
672,adhd_like,"Real talk: Hyperfocus yesterday, scattered confetti brain today. Setting tiny goals and tiny wins."
174,insomnia,Status check: Sleep and I are not on speaking terms lately. Setting tiny goals and tiny wins.
1406,self_esteem,Comparing myself to others is a trap I keep falling into. Reminding myself that feelings pass.
1388,low_mood,It's one of those low-energy days where even coffee can't lift me. Texting a friend to check in.
762,anxiety,Feeling wired and tired at the same time—classic anxiety loop. Taking it one breath at a time.
1201,burnout,Today in mental health: Everything feels like a chore—even things I usually enjoy.
1998,insomnia,Sleep and I are not on speaking terms lately. Stepping outside for a minute of fresh air.
1802,panic_like,Mind went blank and body hit the gas—classic surge of nerves. Taking it one breath at a time.
149,panic_like,Reminder to future me: Chest feels tight when stress stacks up quickly. Reminding myself that feelings pass.
867,guilt_shame,If anyone else needs to hear this: Wishing I could be kinder to myself when I slip up. Reminding myself that feelings pass.
1503,anxiety,"Status check: Overthinking every little thing again. Brain, please chill."
178,adhd_like,Sticky notes are my second brain and they’re full.
391,loneliness,Scrolling for company isn't cutting it today. Trying to be patient with myself.
1666,anhedonia,Reminder to future me: Checking off hobbies like tasks instead of enjoying them. Texting a friend to check in.
1261,adhd_like,"Update: Hyperfocus yesterday, scattered confetti brain today. Reminding myself that feelings pass."
255,ocd_like_worry,Stuck on repeat—reassurance doesn't stick for long. Trying to be patient with myself.
1393,social_anxiety,"Not gonna lie— Overanalyzing every message I send—did that sound weird? Hydration and a stretch break, here we go."
1800,appetite_sleep_change,Either sleeping too much or not at all—no in-between. Taking it one breath at a time.
1229,anhedonia,Reminder to future me: Joy feels muted—like the volume's turned down. Trying to be patient with myself.
1477,appetite_sleep_change,Reminder to future me: Body clock and hunger cues feel out of sync. Texting a friend to check in.
516,insomnia,Alarm goes off right when I finally drift off. Brutal. Stepping outside for a minute of fresh air.
954,burnout,Status check: Everything feels like a chore—even things I usually enjoy.
680,irritability,Snapped over something tiny—wish I could rewind. Texting a friend to check in.
609,low_mood,"It's one of those low-energy days where even coffee can't lift me. Hydration and a stretch break, here we go."
1451,adhd_like,"Note to self: Timer on, distractions off… still drifting. Stepping outside for a minute of fresh air."
1486,burnout,If anyone else needs to hear this: Running on fumes and to-do list keeps growing. Stepping outside for a minute of fresh air.
1185,adhd_like,Started five tasks and finished none—attention is on vacation. Reminding myself that feelings pass.
1396,ptsd_like,If anyone else needs to hear this: Grounding exercises helping a bit when I get startled. Taking it one breath at a time.
540,ocd_like_worry,Note to self: Stuck on repeat—reassurance doesn't stick for long. Journaling and short walks help a bit.
942,loneliness,Not gonna lie— Scrolling for company isn't cutting it today. Reminding myself that feelings pass.
460,burnout,Real talk: Everything feels like a chore—even things I usually enjoy.
1852,ptsd_like,"Some days my body reacts before my brain understands why. Hydration and a stretch break, here we go."
806,ocd_like_worry,Looping on the same worry even though I know it's irrational.
57,self_esteem,Reminder to future me: Trying to believe 'good enough' can actually be good. Journaling and short walks help a bit.
1298,social_anxiety,Cancelling plans because my nerves won't cooperate.
1695,burnout,"Burnout check: deadlines, brain fog, and zero spark. Taking it one breath at a time."
611,insomnia,Status check: Alarm goes off right when I finally drift off. Brutal. Journaling and short walks help a bit.
638,loneliness,Miss the kind of conversation that leaves you lighter.
271,stress,Deadline season again and my jaw hasn't unclenched all day. Trying to be patient with myself.
778,somatic,Stomach in knots when stress shows up. Stepping outside for a minute of fresh air.
302,brain_fog,Real talk: Memory lag is real—what was I doing again?
87,loneliness,Status check: Surrounded by people yet feeling oddly alone. Texting a friend to check in.
665,self_esteem,Today in mental health: Compliments bounce off; criticism sticks—working on flipping that.
500,social_anxiety,Status check: Cancelling plans because my nerves won't cooperate. Reminding myself that feelings pass.
1635,low_mood,Today in mental health: Feeling down today and can't shake the gray cloud.
1288,irritability,Today in mental health: Apologizing in advance for my short fuse—working on it. Reminding myself that feelings pass.
1238,insomnia,Counted a thousand imaginary sheep and still wide awake.
815,brain_fog,Today in mental health: Words are playing hide-and-seek with my mouth.
732,fatigue,Tired behind the eyes even after resting. Reminding myself that feelings pass.
1950,guilt_shame,Reminder to future me: Trying to remember progress > perfection. Trying to be patient with myself.
1893,guilt_shame,Note to self: Guilt brain is loud over small mistakes. Trying to be patient with myself.
1728,somatic,Stomach in knots when stress shows up. Trying to be patient with myself.
352,fatigue,If anyone else needs to hear this: I could nap on a moving bus right now. Stepping outside for a minute of fresh air.
741,self_esteem,Learning to talk to myself like I would a friend.
1473,fatigue,Note to self: Dragging myself through the afternoon slump again. Reminding myself that feelings pass.
525,guilt_shame,Not gonna lie— That nagging 'not good enough' voice showed up again. Reminding myself that feelings pass.
790,loneliness,Today in mental health: Miss the kind of conversation that leaves you lighter. Journaling and short walks help a bit.
1386,somatic,Stomach in knots when stress shows up. Taking it one breath at a time.
272,social_anxiety,Today in mental health: Small talk feels like a boss-level challenge sometimes. Reminding myself that feelings pass.
1529,ptsd_like,Some days my body reacts before my brain understands why.
69,guilt_shame,Note to self: Wishing I could be kinder to myself when I slip up.
708,stress,If anyone else needs to hear this: Tension living in my shoulders rent-free. Trying to be patient with myself.
1030,burnout,Status check: Work brain is fried; focus meter stuck at 10%. Reminding myself that feelings pass.
1934,irritability,Patience meter is shorter than usual today. Journaling and short walks help a bit.
1512,loneliness,Status check: Miss the kind of conversation that leaves you lighter. Texting a friend to check in.
211,anxiety,Feeling wired and tired at the same time—classic anxiety loop. Journaling and short walks help a bit.
279,anhedonia,Note to self: Checking off hobbies like tasks instead of enjoying them. Texting a friend to check in.
281,irritability,Snapped over something tiny—wish I could rewind. Stepping outside for a minute of fresh air.
1940,anxiety,"Real talk: Overthinking every little thing again. Brain, please chill. Setting tiny goals and tiny wins."
570,self_esteem,Real talk: Compliments bounce off; criticism sticks—working on flipping that. Setting tiny goals and tiny wins.
1450,social_anxiety,Status check: Small talk feels like a boss-level challenge sometimes. Trying to be patient with myself.
652,social_anxiety,Small talk feels like a boss-level challenge sometimes. Stepping outside for a minute of fresh air.
1295,insomnia,Counted a thousand imaginary sheep and still wide awake. Texting a friend to check in.
1901,low_mood,Not gonna lie— Woke up heavy—like my energy got drained overnight.
1944,social_anxiety,Reminder to future me: Small talk feels like a boss-level challenge sometimes. Taking it one breath at a time.
764,burnout,"Today in mental health: Burnout check: deadlines, brain fog, and zero spark. Hydration and a stretch break, here we go."
