combo_id,methods,k,rows,dataset_path,status
59625635aa,nlp_randword_sub+ta_wordswap_wordnet,2,3698,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_59625635aa/dataset.csv,ok
6b0db9ad92,nlp_spelling+ta_contraction,2,25,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_6b0db9ad92/dataset.csv,ok
e6622f9d24,nlp_spelling+ta_wordswap_homoglyph,2,359,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_e6622f9d24/dataset.csv,ok
d90a2582e4,nlp_wordnet_insert+ta_char_rand_swap,2,379,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_d90a2582e4/dataset.csv,ok
0bb1fb442f,nlp_wordnet_insert+ta_wordswap_embedding,2,3468,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_0bb1fb442f/dataset.csv,ok
0acda40598,nlp_wordnet_syn+ta_char_rand_swap,2,289,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_0acda40598/dataset.csv,ok
996d850204,nlp_wordnet_syn+ta_wordswap_embedding,2,3312,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_996d850204/dataset.csv,ok
b4ef8b28e9,ta_char_neighbor+ta_contraction,2,32,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_b4ef8b28e9/dataset.csv,ok
cac011ba48,ta_char_neighbor+ta_wordswap_homoglyph,2,391,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_cac011ba48/dataset.csv,ok
06fbc679bf,ta_char_rand_del+ta_wordswap_wordnet,2,58,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_06fbc679bf/dataset.csv,ok
3bde77ba2e,ta_char_rand_swap+ta_wordswap_wordnet,2,405,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_3bde77ba2e/dataset.csv,ok
9ab1f3e85e,ta_contraction+ta_wordswap_homoglyph,2,46,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_9ab1f3e85e/dataset.csv,ok
52d8fda52f,ta_word_delete+ta_wordswap_homoglyph,2,739,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_52d8fda52f/dataset.csv,ok
c30b3d8d5f,ta_word_insert_syn+ta_wordswap_wordnet,2,2749,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_c30b3d8d5f/dataset.csv,ok
439c21cc54,ta_wordswap_embedding+ta_wordswap_wordnet,2,3165,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_439c21cc54/dataset.csv,ok
96c2bef602,nlp_randchar_del,1,1731,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_1_96c2bef602/dataset.csv,ok
f5d2e9dd32,nlp_wordnet_insert,1,3637,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_1_f5d2e9dd32/dataset.csv,ok
7a7420304d,ta_wordswap_qwerty,1,395,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_1_7a7420304d/dataset.csv,ok
cee736843e,nlp_cwe_insert_roberta+nlp_randchar_sub,2,3869,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_cee736843e/dataset.csv,ok
41c2c2098d,nlp_cwe_insert_roberta+ta_char_neighbor,2,309,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_41c2c2098d/dataset.csv,ok
d6bb4ae059,nlp_cwe_insert_roberta+ta_word_delete,2,3380,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_d6bb4ae059/dataset.csv,ok
553aaea0f0,nlp_cwe_sub_roberta+nlp_keyboard,2,3801,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_553aaea0f0/dataset.csv,ok
0b79f418fd,nlp_cwe_sub_roberta+nlp_randword_sub,2,3723,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_0b79f418fd/dataset.csv,ok
58b36d7906,nlp_cwe_sub_roberta+ta_char_rand_swap,2,321,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_58b36d7906/dataset.csv,ok
a963a6c529,nlp_cwe_sub_roberta+ta_wordswap_embedding,2,3599,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_a963a6c529/dataset.csv,ok
047e71e22c,nlp_keyboard+nlp_randchar_sub,2,3999,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_047e71e22c/dataset.csv,ok
8be3bfb40e,nlp_keyboard+ta_char_neighbor,2,366,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_8be3bfb40e/dataset.csv,ok
dce8c912f8,nlp_keyboard+ta_word_delete,2,3396,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_dce8c912f8/dataset.csv,ok
a070a16903,nlp_ocr+nlp_randchar_del,2,506,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_a070a16903/dataset.csv,ok
f0b3fa238e,nlp_ocr+nlp_wordnet_insert,2,3242,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_f0b3fa238e/dataset.csv,ok
ca1e9414fb,nlp_ocr+ta_wordswap_qwerty,2,382,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_ca1e9414fb/dataset.csv,ok
3ae5316842,nlp_randchar_del+nlp_spelling,2,675,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_3ae5316842/dataset.csv,ok
3549deac3b,nlp_randchar_del+ta_contraction,2,33,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_3549deac3b/dataset.csv,ok
a84cf19ccb,nlp_randchar_del+ta_wordswap_homoglyph,2,311,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_a84cf19ccb/dataset.csv,ok
80638682c0,nlp_randchar_ins+nlp_spelling,2,809,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_80638682c0/dataset.csv,ok
a7da8a76ab,nlp_randchar_ins+ta_contraction,2,12,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_a7da8a76ab/dataset.csv,ok
190106ef22,nlp_randchar_ins+ta_wordswap_homoglyph,2,233,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_190106ef22/dataset.csv,ok
d347493eab,nlp_randchar_sub+nlp_wordnet_insert,2,3840,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_d347493eab/dataset.csv,ok
c604c5a64c,nlp_randchar_sub+ta_wordswap_qwerty,2,349,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_c604c5a64c/dataset.csv,ok
9b771897f5,nlp_randchar_swap+ta_char_neighbor,2,395,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_9b771897f5/dataset.csv,ok
61a7b2e2f2,nlp_randchar_swap+ta_word_delete,2,3407,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_61a7b2e2f2/dataset.csv,ok
bd9d07f46d,nlp_randword_delete+nlp_randword_sub,2,3656,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_bd9d07f46d/dataset.csv,ok
a038bb9d47,nlp_randword_delete+ta_char_rand_swap,2,643,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_a038bb9d47/dataset.csv,ok
1cc74e53c4,nlp_randword_delete+ta_wordswap_embedding,2,3542,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_1cc74e53c4/dataset.csv,ok
6bdeea1ad6,nlp_randword_sub+ta_char_neighbor,2,586,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_6bdeea1ad6/dataset.csv,ok
8a58033ce2,nlp_randword_sub+ta_word_delete,2,3018,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_8a58033ce2/dataset.csv,ok
b5cce12717,nlp_spelling+nlp_wordnet_insert,2,1501,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_b5cce12717/dataset.csv,ok
7b52bea6fd,nlp_spelling+ta_wordswap_qwerty,2,365,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_7b52bea6fd/dataset.csv,ok
a29ebc7e4a,nlp_wordnet_insert+ta_contraction,2,95,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_a29ebc7e4a/dataset.csv,ok
c26088b6d6,nlp_wordnet_insert+ta_wordswap_homoglyph,2,373,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_c26088b6d6/dataset.csv,ok
21c23a1639,nlp_wordnet_syn+ta_contraction,2,43,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_21c23a1639/dataset.csv,ok
c2819e16c2,nlp_wordnet_syn+ta_wordswap_homoglyph,2,299,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_c2819e16c2/dataset.csv,ok
751a0266df,ta_char_neighbor+ta_wordswap_qwerty,2,391,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_751a0266df/dataset.csv,ok
b0b8f15af7,ta_char_rand_del+ta_word_delete,2,71,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_b0b8f15af7/dataset.csv,ok
b8934610af,ta_char_rand_ins+ta_char_rand_swap,2,54,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_b8934610af/dataset.csv,ok
5e99f0f8ee,ta_char_rand_ins+ta_wordswap_embedding,2,62,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_5e99f0f8ee/dataset.csv,ok
303d5bc250,ta_char_rand_swap+ta_word_delete,2,382,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_303d5bc250/dataset.csv,ok
8abdb5ba9d,ta_contraction+ta_wordswap_qwerty,2,46,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_8abdb5ba9d/dataset.csv,ok
5b1ca686f1,ta_word_delete+ta_wordswap_qwerty,2,719,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_5b1ca686f1/dataset.csv,ok
96ebb820a9,ta_wordswap_homoglyph+ta_wordswap_qwerty,2,377,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_96ebb820a9/dataset.csv,ok
db94961c51,nlp_randchar_ins,1,1416,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_1_db94961c51/dataset.csv,ok
5a6f46fc76,nlp_wordnet_syn,1,3610,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_1_5a6f46fc76/dataset.csv,ok
2b742d89a8,ta_wordswap_wordnet,1,3474,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_1_2b742d89a8/dataset.csv,ok
f376978084,nlp_cwe_insert_roberta+nlp_randchar_swap,2,3876,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_f376978084/dataset.csv,ok
a57d0b97f0,nlp_cwe_insert_roberta+ta_char_rand_del,2,245,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_a57d0b97f0/dataset.csv,ok
cd2a1919a2,nlp_cwe_insert_roberta+ta_word_insert_syn,2,2642,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_cd2a1919a2/dataset.csv,ok
f46289fbf1,nlp_cwe_sub_roberta+nlp_ocr,2,3556,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_f46289fbf1/dataset.csv,ok
7357761550,nlp_cwe_sub_roberta+nlp_spelling,2,1306,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_7357761550/dataset.csv,ok
02ebabe6e6,nlp_cwe_sub_roberta+ta_contraction,2,101,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_02ebabe6e6/dataset.csv,ok
0efe5cde95,nlp_cwe_sub_roberta+ta_wordswap_homoglyph,2,330,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_0efe5cde95/dataset.csv,ok
de943e0c6c,nlp_keyboard+nlp_randchar_swap,2,4008,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_de943e0c6c/dataset.csv,ok
2e35fed590,nlp_keyboard+ta_char_rand_del,2,52,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_2e35fed590/dataset.csv,ok
5464121268,nlp_keyboard+ta_word_insert_syn,2,3103,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_5464121268/dataset.csv,ok
046e5f4120,nlp_ocr+nlp_randchar_ins,2,270,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_046e5f4120/dataset.csv,ok
b8187df271,nlp_ocr+nlp_wordnet_syn,2,3197,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_b8187df271/dataset.csv,ok
eb4cb341fa,nlp_ocr+ta_wordswap_wordnet,2,3332,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_eb4cb341fa/dataset.csv,ok
510b14d3b3,nlp_randchar_del+nlp_wordnet_insert,2,1688,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_510b14d3b3/dataset.csv,ok
39c065b48d,nlp_randchar_del+ta_wordswap_qwerty,2,314,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_39c065b48d/dataset.csv,ok
bbd191592b,nlp_randchar_ins+nlp_wordnet_insert,2,1343,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_bbd191592b/dataset.csv,ok
6ff59ef29f,nlp_randchar_ins+ta_wordswap_qwerty,2,212,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_6ff59ef29f/dataset.csv,ok
f7b674aed1,nlp_randchar_sub+nlp_wordnet_syn,2,3683,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_f7b674aed1/dataset.csv,ok
289783dfb0,nlp_randchar_sub+ta_wordswap_wordnet,2,3822,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_289783dfb0/dataset.csv,ok
9f25f494b9,nlp_randchar_swap+ta_char_rand_del,2,64,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_9f25f494b9/dataset.csv,ok
663fb14f47,nlp_randchar_swap+ta_word_insert_syn,2,3056,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_663fb14f47/dataset.csv,ok
204fc9cfe0,nlp_randword_delete+nlp_spelling,2,1259,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_204fc9cfe0/dataset.csv,ok
c33caf4988,nlp_randword_delete+ta_contraction,2,139,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_c33caf4988/dataset.csv,ok
996a16a898,nlp_randword_delete+ta_wordswap_homoglyph,2,656,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_996a16a898/dataset.csv,ok
623c72e10f,nlp_randword_sub+ta_char_rand_del,2,107,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_623c72e10f/dataset.csv,ok
e4d2b9e999,nlp_randword_sub+ta_word_insert_syn,2,3103,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_e4d2b9e999/dataset.csv,ok
ccd0751efc,nlp_spelling+nlp_wordnet_syn,2,1448,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_ccd0751efc/dataset.csv,ok
c6d2104b73,nlp_spelling+ta_wordswap_wordnet,2,1468,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_c6d2104b73/dataset.csv,ok
cf275dc991,nlp_wordnet_insert+ta_wordswap_qwerty,2,420,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_cf275dc991/dataset.csv,ok
cbdd17395c,nlp_wordnet_syn+ta_wordswap_qwerty,2,313,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_cbdd17395c/dataset.csv,ok
e21c2b7e1a,ta_char_neighbor+ta_wordswap_wordnet,2,407,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_e21c2b7e1a/dataset.csv,ok
3bc355a548,ta_char_rand_del+ta_word_insert_syn,2,30,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_3bc355a548/dataset.csv,ok
ea1bde3895,ta_char_rand_ins+ta_contraction,2,1,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_ea1bde3895/dataset.csv,ok
d3a31d844e,ta_char_rand_ins+ta_wordswap_homoglyph,2,49,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_d3a31d844e/dataset.csv,ok
701406d8d4,ta_char_rand_swap+ta_word_insert_syn,2,363,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_701406d8d4/dataset.csv,ok
0c15580b65,ta_contraction+ta_wordswap_wordnet,2,138,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_0c15580b65/dataset.csv,ok
d316d90334,ta_word_delete+ta_wordswap_wordnet,2,2825,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_d316d90334/dataset.csv,ok
c725dcf388,ta_wordswap_homoglyph+ta_wordswap_wordnet,2,392,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_c725dcf388/dataset.csv,ok
38eeb7f3c2,nlp_randchar_sub,1,4060,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_1_38eeb7f3c2/dataset.csv,ok
3ec7727ddc,ta_char_neighbor,1,397,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_1_3ec7727ddc/dataset.csv,ok
b194bd85ea,ta_word_delete,1,2539,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_1_b194bd85ea/dataset.csv,ok
a6655e21ee,nlp_keyboard+nlp_randword_delete,2,4049,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_a6655e21ee/dataset.csv,ok
bf28c53b00,nlp_keyboard+ta_char_rand_ins,2,54,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_bf28c53b00/dataset.csv,ok
9780dd8b4b,nlp_ocr+nlp_randchar_sub,2,3485,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_9780dd8b4b/dataset.csv,ok
84cbf77204,nlp_ocr+ta_char_neighbor,2,380,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_84cbf77204/dataset.csv,ok
e2a7d4d308,nlp_ocr+ta_word_delete,2,2685,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_e2a7d4d308/dataset.csv,ok
ca4a16ddd5,nlp_randchar_del+nlp_randchar_ins,2,205,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_ca4a16ddd5/dataset.csv,ok
ad01b0dd9a,nlp_randchar_del+nlp_wordnet_syn,2,1614,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_ad01b0dd9a/dataset.csv,ok
10ad421f7a,nlp_randchar_del+ta_wordswap_wordnet,2,1656,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_10ad421f7a/dataset.csv,ok
c57a64831c,nlp_randchar_ins+nlp_wordnet_syn,2,1269,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_c57a64831c/dataset.csv,ok
4de295bef1,nlp_randchar_ins+ta_wordswap_wordnet,2,1271,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_4de295bef1/dataset.csv,ok
c8c21f7369,nlp_randchar_sub+ta_char_neighbor,2,367,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_c8c21f7369/dataset.csv,ok
2e60525554,nlp_randchar_sub+ta_word_delete,2,3354,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_2e60525554/dataset.csv,ok
eb045b0788,nlp_randchar_swap+nlp_randword_delete,2,3998,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_eb045b0788/dataset.csv,ok
e2e1bec1c4,nlp_randchar_swap+ta_char_rand_ins,2,79,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_e2e1bec1c4/dataset.csv,ok
299a087169,nlp_randword_delete+nlp_wordnet_insert,2,3829,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_299a087169/dataset.csv,ok
1fcdd0977a,nlp_randword_delete+ta_wordswap_qwerty,2,652,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_1fcdd0977a/dataset.csv,ok
950737bda3,nlp_randword_sub+ta_char_rand_ins,2,103,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_950737bda3/dataset.csv,ok
8cef9bdfac,nlp_spelling+ta_char_neighbor,2,385,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_8cef9bdfac/dataset.csv,ok
59fe25f917,nlp_spelling+ta_word_delete,2,1241,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_59fe25f917/dataset.csv,ok
10c1f3b3da,nlp_wordnet_insert+nlp_wordnet_syn,2,3551,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_10c1f3b3da/dataset.csv,ok
dc28e36520,nlp_wordnet_insert+ta_wordswap_wordnet,2,3650,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_dc28e36520/dataset.csv,ok
d6dea446ab,nlp_wordnet_syn+ta_wordswap_wordnet,2,3549,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_d6dea446ab/dataset.csv,ok
1ec50db7f0,ta_char_neighbor+ta_word_delete,2,392,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_1ec50db7f0/dataset.csv,ok
c91b06766b,ta_char_rand_del+ta_char_rand_ins,2,48,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_c91b06766b/dataset.csv,ok
b35724a112,ta_char_rand_ins+ta_wordswap_qwerty,2,53,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_b35724a112/dataset.csv,ok
396b5e5a74,ta_contraction+ta_word_delete,2,139,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_396b5e5a74/dataset.csv,ok
d1fa01ae84,ta_wordswap_qwerty+ta_wordswap_wordnet,2,386,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_d1fa01ae84/dataset.csv,ok
